element	occurrence frequency
maximum expected bleu training	1
semantic and pragmatic presupposition	1
a lexicon-driven analysis	1
robust segmentation	1
answer triggering	1
grammatical error annotation	1
concept coreference resolution and global importance optimization	1
joint estimation and analysis	1
link prediction	1
clitics	1
a tractable extension	1
depth growing	1
floss resources adaptation and correction	1
a semiotics inspired approach	1
chinese text segmentation	1
two-phase parsing	1
co-operation	1
syntax-based statistical machine translation	1
learning phenotype mapping	1
cross-lingual complex word identification	1
combining reinformation learning	1
a class-based agreement model	1
incorporating external knowledge into machine reading	1
element-wise bilinear interaction	1
attention-based conditioning methods	1
selectional restrictions and detection	1
trainable methods	1
bert-based domain classification and data selection	1
neural sentiment classification	1
data analysis approach	1
the recognition and classification	1
decomposable modeling	1
successive abstraction	1
rumor detection	1
a realistic and robust model	1
contextually appropriate spoken output intonation	1
objective analysis	1
discourse embellishment	1
the concede model	1
supervised distributional learning	1
authorship attribution and verification	1
improving text generation evaluation	1
structured query generation	1
focusing and summarization	1
unstructured audio masking	1
topical keyphrase extraction	1
saliency-driven word alignment interpretation	1
a semi-supervised type-based classification	1
multi-turn incomplete utterance restoration	1
design	1
predicate-argument co-occurring statistics and case frames	1
augmenting named entity recognition	1
better highlighting	1
turker-assisted paraphrasing	1
developing database semantics	1
synthetic text generation	1
the automatic phonetic labeling	1
predicting brain activation	1
boosting-based parse reranking	1
parallel data augmentation	1
column generation	1
robust self-training	1
an improved conversion	1
linguistic description and automatic extraction	1
automated topical component extraction	1
improving sentence-level subjectivity classification	1
text reviews	1
an iterative algorithm	1
self-adaptive training	1
decoupled multimodal contrastive learning	1
active learning and crowd-sourcing	1
a lexically-intensive algorithm	1
detecting frames	1
description and evaluation	1
intentionally-based approaches	1
half computerized linguistics	1
morphology-aware word-segmentation	1
multilingual joint word sense disambiguation	1
bayesian extraction	1
context-based morphological disambiguation	1
transformation-based correction	1
unsupervised chinese word segmentation	1
controlling grammatical error correction	1
cross-lingual experiments	1
learning a stopping criterion	1
atlas grounding	1
joint training and decoding	1
predictive model selection	1
multi-step entity-centric information retrieval	1
random feature mixing	1
event and event actor alignment	1
short-term semantic shifts and their relation	1
end-to-end speech recognition	1
similarity-based generalization	1
cross-media inference and fusion	1
an information repository model	1
finer-grained opinion mining	1
detecting transcription inconsistencies without an orthographic standard	1
reducing search	1
path language modeling	1
real-time incremental speech-to-speech translation	1
a deep reinforced model	1
an insight into the issues encountered during ontology creation	1
exploring data generation methods	1
sentence realization	1
statistical dialogue models	1
crowdsourcing high-quality parallel data extraction	1
character based pattern mining	1
active sentence learning	1
automatic event extraction	1
depression and self-harm risk assessment	1
combining hand-crafted rules and memory-based learning	1
bleu vs task-based evaluation methods	1
lexicon schemas and related data models	1
a nonconfigurational approach	1
denoising neural machine translation training	1
token-level metaphor detection	1
sieve-based entity linking	1
english-french verb phrase alignment	1
training phrase translation models	1
efficient disjunctive unification	1
tempeval temporal relation identification	1
statistical decision-tree models	1
topic model	1
automatic paraphrasing techniques	1
real-time dictionary updating	1
a lexical-functional grammar and discriminative estimation techniques	1
shaping	1
automated simultaneous interpretation	1
standing	1
a linear-time incremental model	1
dialog input ranking	1
object type language models	1
a simple bayesian modelling approach	1
target oriented sentiment analysis	1
inferring the semantics	1
an iterative data collection approach	1
confusion network decoding	1
the semantic orientation	1
text completion	1
a deep relevance model	1
evolutionary trans-temporal summarization	1
unsupervised domain tuning	1
a voting scheme	1
systematic verb stem generation	1
a relaxed matching procedure	1
the help of dependency structure annotation	1
contextual pivot translation	1
maximum entropy based lexical reordering model	1
a game-based approach	1
the noisy channel model	1
text readability classification	1
knowledge diffusion	1
term recognition	1
document ranking method	1
unsupervised natural language inference	1
word order acquisition	1
multi-level evaluation	1
the semantic annotation	1
conversation initiation	1
entity-focused sentence simplification	1
conventional machine learning and deep learning	1
an endogeneous corpus-based method	1
syntactic categorization	1
frustratingly hard evidence retrieval	1
automated discovery and acquisition	1
asking	1
the lexico-semantic annotation	1
multi-perspective question answering	1
efficient discontinuous phrase-structure parsing	1
pretrained generation language models	1
relation schema induction	1
formal syntax and semantics	1
weblog classification	1
teaching generation and attention	1
the morpho-syntactic annotation	1
a collocational based approach	1
temporal anaphora and quantification	1
graph based sentiment aggregation	1
phonological analysis	1
annotating and extracting synthesis process	1
linguistically-driven strategy	1
fast syntactic analysis	1
automatic sentiment classification	1
ontosem methods	1
the efficient detection	1
more or less supervised supersense tagging	1
a light rule-based approach	1
automating style checking	1
pattern recognition	1
improving multilingual models	1
paraphrase acquisition	1
joint morphological and syntactic analysis	1
a compact encoding	1
toward a scoring function	1
f2 statistics	1
dependency recurrent neural language models	1
simple yet powerful native language identification	1
communication-based evaluation	1
a dataset analysis	1
english sentiment analysis	1
large-scale spectral clustering	1
online interaction modeling	1
robust biomedical event extraction	1
anti-spam filtering	1
off-topic essay detection	1
repair disfluency detection	1
toward a psycholinguistically-motivated model	1
graph-based models	1
multi-lingual dependency parsing evaluation	1
probabilistic head-driven parsing	1
a crosslingual analysis	1
monolingual translation	1
representing the translation relation	1
a general scheme	1
corpus vs. lexicon supervision	1
pattern construction	1
adapting event embedding	1
language relatedness	1
personalized language model	1
neural conversation models	1
the inside-outside recursive neural network model	1
the summary loop	1
random manhattan integer indexing	1
a perplexity-based method	1
chinese frame identification	1
better transition-based amr parsing	1
induction and evaluation	1
probing task-oriented dialogue representation	1
a pratical introduction	1
an efficient parsing algorithm	1
combining domain adaptation approaches	1
sentiment vector space model	1
understanding and improving morphological learning	1
corpus-based study and identification	1
joint transition-based models	1
a noun only approach	1
noun phrase generation	1
a topic modeling	1
optimal data set selection	1
parsing experiments	1
word-level alignment	1
state-of-the-art natural language processing	1
incremental computation	1
thesaurus-based efficient example retrieval	1
syllable-based machine transliteration	1
vietnamese tonal co-articulation	1
word level quality estimation	1
adaptive hter estimation	1
hybrid disambiguation	1
operating statistics	1
determining term subjectivity and term orientation	1
instance selection	1
self attention	1
sense classification	1
summarising	1
simultaneous similarity learning and feature-weight learning	1
statistical french dependency parsing	1
event ordering	1
machine-guided solution	1
methods	1
a markov model	1
parsing and case analysis	1
the interactive version	1
human augmented ai techniques	1
woz acoustic data collection	1
classifier-based tense model	1
incremental chart parsing	1
weakly supervised tweet stance classification	1
solving feature sparseness	1
on-line summarization	1
boosting statistical machine translation	1
transfer learning approach	1
curriculum design	1
intrinsic subspace evaluation	1
terminological assessment	1
latent user models	1
principal component analysis incorporating semantic vector space model	1
joint semantic synthesis and morphological analysis	1
the liberman-prince stress rules	1
a sequence labelling approach	1
flexible answer typing	1
word alignment between japanese and english and its evaluation	1
surface and contextual morphological awareness	1
packed rules	1
measuring annotator agreement	1
medical text translation	1
a semi-supervised word alignment algorithm	1
multi-lingual phrase-based statistical machine translation	1
semantic analogy	1
generalized quantifier theory	1
character tokenization and phoneme decomposition	1
an integrated annotation protocol combining continuous and discrete approaches	1
natural language querying	1
the early integration	1
a unified morpho-syntactic scheme	1
analyzing the onlp lab submission	1
robust machine translation evaluation	1
toward zero-shot entity recognition	1
a noisy channel model	1
exploiting strong syntactic heuristics and co-training	1
czech-vietnamese translation	1
lightweight and efficient neural natural language processing	1
annotating and reasoning	1
question analysis	1
tree-based state tying	1
crowdsourcing document relevance assessment	1
unsupervised cleansing	1
probabilistic approaches	1
energy-based modelling	1
pronoun-focused mt and cross-lingual pronoun prediction	1
a frame-semantic approach	1
learning better data representation	1
argumentative feedback	1
character-based models	1
semantico-syntactic tagging	1
open set text classification	1
multiple narrative disentanglement	1
coarse-to-fine attention models	1
co-occurrence retrieval	1
minimum-risk training	1
contextual synonym substitution and a novel vertex coding method	1
lexical expansion	1
more or less controlled elicitation	1
revisiting character-based neural machine translation	1
counterfactual off-policy training	1
unsupervised neural word segmentation	1
unsupervised argumentation mining	1
domain-adaptable hybrid generation	1
a neural reordering model	1
rationalizing medical relation prediction	1
a terminology driven approach	1
a multi-classifier approach	1
linking news sentiment	1
graph-based random walk	1
automatic target word disambiguation	1
topic model analysis	1
the semantic relation interpretation	1
fusing recency into neural machine translation	1
context-sensitive natural language generation	1
pragmatic identification	1
verb-centered sentiment inference	1
icd code prediction	1
the locality phenomenon and parallel processing	1
attention neural model	1
a similarity measure	1
initial substring generation	1
through low-cost annotation	1
attribute relation extraction	1
redundant morphological analysis	1
a sequence classification	1
clause alignment	1
litigation analytics	1
frame semantic enhancement	1
semantics and pragmatics	1
factored markov translation	1
grammatical role labeling	1
a content-introducing approach	1
cross-lingual keyword search	1
repurposing entailment	1
local inference	1
better punctuation prediction	1
seeking the ideal narrative model	1
contextual augmentation	1
sentence subjectivity detection	1
beyond normalization	1
learning a robust word sense disambiguation model	1
word embeddings techniques	1
sense-based interpretation	1
high-quality surface and deep case frames	1
explainable clinical decision support	1
multi-task hopfield pooling	1
human-interpretable paraphrasticality prediction	1
evaluation and hyper-parameter optimization	1
improving the transformer translation model	1
a discourse copying algorithm	1
temporal text ranking and automatic dating	1
rule writing or annotation	1
concatenative featurization	1
simple and effective parameter tuning	1
annotating negation and speculation	1
deconvolutional time series regression	1
query spelling correction	1
hashtag processing	1
efficient incremental decoding	1
neural network approach	1
automatic chinese confusion words extraction	1
adaptive model weighting and transductive regression	1
comparing human versus automatic feature extraction	1
a neural layered model	1
mixture modelling	1
bipartite term clustering	1
a novel directed search algorithm	1
the specification and evaluation	1
leveraging known semantics	1
lexical accommodation	1
speaker-dependent variation	1
augmenting ensemble classification	1
toward incremental dialogue act segmentation	1
georeferenced rules	1
frame based recognition	1
bayesian kernel methods	1
a parabolic model	1
efficient classification	1
closed-book training	1
kanji/hanzi conversion	1
effective utterance classification	1
two-level description	1
a new string-to-dependency machine translation algorithm	1
neural sentiment analysis	1
large-scale clustering	1
5w1h extraction	1
a chinese term clustering mechanism	1
a markov language learning model	1
social network inspired models	1
a structured language model	1
automatic word-alignment	1
unsupervised semantic frame induction	1
language model-based document clustering	1
padded masked language models	1
improving word translation disambiguation	1
spatial lexicalization	1
distributional vs. pattern-based approaches	1
spelling-aware construction	1
emotion cause detection	1
legal text summarization	1
shallow syntactic parsing	1
a neural probabilistic structured-prediction model	1
compositional language processing	1
zero-shot reading comprehension	1
interactive visualization and manipulation	1
assessing the prosody	1
chinese word ordering errors detection and correction	1
basic image analysis techniques	1
training and evaluating error minimization decision rules	1
massively multilingual pronunciation modeling	1
a resource-light phrase scheme	1
a bayesian hybrid method	1
a fine-grained evaluation method	1
cross-domain dependency parsing	1
word embedding-based ir models	1
phrase training based adaptation	1
evaluation measures considering sentence concatenation	1
rating distributions and bayesian inference	1
deep semantic analysis	1
word pronunciation disambiguation	1
dual conditional cross-entropy filtering	1
generic querying	1
a preliminary structural analysis	1
uncertainty-aware semantic augmentation	1
rethinking grammatical error annotation and evaluation	1
exemplar-based models	1
a monolingual approach	1
guitar-based pronominal anaphora resolution	1
a continuous representation	1
transfer learning techniques	1
a hybrid extraction model	1
suicide risk prediction	1
dynamic model interpolation	1
an efficient approach	1
machine learning based semantic inference	1
an improved extraction pattern representation model	1
legitimate termination	1
men also like shopping	1
the headedness	1
open domain event extraction	1
context based approach	1
nbest dependency parsing	1
a naive theory	1
the italian version	1
label language model	1
sense discrimination	1
a dynamic model	1
a deep neural network based approach	1
response-based confidence annotation	1
text data augmentation	1
traditional and deep machine learning approaches	1
a local tree alignment-based soft pattern matching approach	1
knowledge-based relatedness	1
comprehension driven document planning	1
spoken dialogue management	1
multi-domain sentiment relevance classification	1
informed parsing	1
low-resource language enhancement	1
improved parsing and pos tagging	1
visually situated neural language acquisition	1
neural text style transfer	1
a similarity-based approach	1
a recurrent neural networks approach	1
usp-each frequency-based greedy attribute selection	1
text segmentation algorithms	1
synthetic qa corpora generation	1
cross-lingual name tagging and linking	1
inferring temporal ordering	1
integrated techniques	1
cascaded mutual modulation	1
improving the annotation	1
diacritic restoration	1
chinese comma classification	1
parametric models	1
coreferential reasoning learning	1
corpus-based adaptation mechanisms	1
stochastic tokenization	1
robust distant supervision relation extraction	1
exploiting qa collections and reviews	1
inquiry semantics	1
joint arc-factored parsing	1
fine-grained essay scoring	1
exploring verb frames	1
combining bilingual terminology mining and morphological modeling	1
cross-lingual unsupervised sentiment classification	1
robust multimodal understanding	1
streaming	1
fuzzy syntactic reordering	1
word sense subjectivity	1
arabic/english word translation disambiguation	1
a simple but useful approach	1
trimodal hierarchical attention	1
semantic lexicon construction	1
benchmarking neural machine translation	1
conceptual association	1
managing turn-taking	1
transition-based semantic role labeling	1
simple unsupervised summarization	1
exploring semantic representation	1
discourse sense classification	1
treelet probabilities	1
exploring supervised lda models	1
sentence-level semantic orientation analysis	1
integrated pronoun prediction	1
automatic coding	1
understanding mandarin prosody	1
descriptive analysis	1
ideal observer models	1
unsupervised bilingual morpheme segmentation and alignment	1
text and acoustic based methods	1
language adaptation	1
event detection and domain adaptation	1
classification-based self-learning	1
graph-based amr parsing	1
scripts enhances the learning efficiency of second language writing system	1
verb semantics	1
fast lexical post-processing	1
visual modeling	1
unsupervised broad-coverage lexical error detection and correction	1
improving lemmatization	1
cross-domain text classification	1
a set-theoretic approach	1
discriminative instance weighting	1
large and diverse language models	1
quotation detection	1
clustering-based approach	1
sampling techniques	1
improving lexical mapping model	1
automatic partial parsing rule acquisition	1
a shift-reduce parsing technique	1
negation and speculation	1
topic-specific question answering	1
russian data-to-text generation	1
joint evaluation	1
multilingual question answering	1
handling indonesian clitics	1
dynamic programming matching	1
feature-rich log-linear lexical model	1
a joint prosody evaluation	1
robust target speaker tracking	1
eligibility criteria-to-sql semantic parsing	1
transferring distribution	1
syntactic simplification	1
exploring the enrichment	1
a machine learning model	1
customizing neural machine translation	1
weight norm initialization and regularization	1
sense and reference disambiguation	1
lexical generalisation	1
a best-first search algorithm	1
a factored functional dependency transformation	1
structural supervision improves learning	1
paradigms	1
romanized berber and romanized arabic automatic language identification	1
phrase based decoding	1
extracting lexical reference rules	1
discovering morphological paradigms	1
pcfg induction	1
stoneskipping	1
positioning	1
a user-centric model	1
robust planning	1
very low dimensional latent semantic indexing	1
automatic english-to-korean text translation	1
a quantitative measure of language distance	1
social media understanding	1
evaluating named entity linking	1
neural multi-task text normalization and sanitization	1
a language approach	1
content planning	1
a dictionary model	1
parsing and question classification	1
ambient search	1
an interactive visualization	1
pretrained models	1
question discernment	1
uds submission	1
multi-system machine translation	1
collaborative annotation and visualization	1
contribution	1
vector similarity based approach	1
functional representation	1
fine-tuning pre-trained language models	1
zero-shot dialog generation	1
measuring language development	1
a deep factorization	1
a principled approach	1
feature-rich statistical translation	1
augmented mixture models	1
monolingual word alignment method	1
finite-state morphology and constraint grammar disambiguation	1
bootstrapping entity translation	1
field evaluation	1
word-topic graph model	1
interaction and automation	1
iterative clustering	1
diverse and relevant visual storytelling	1
counter-training	1
top-rank enhanced listwise optimization	1
bottom-up tagset design	1
answer-guided and semantic coherent question generation	1
simulated annealing algorithm	1
deconfounded lexicon induction	1
context-dependent alignment models	1
a generative latent variable model	1
conversational speech language modeling	1
challenging language-dependent segmentation	1
hierarchical decoding	1
exploring character-to-word composition	1
partially automated techniques	1
gene name extraction	1
global role ordering	1
a comparative corpus analysis	1
combining text and diagram interpretation	1
biased representation learning	1
tense tagging	1
chinese unknown word identification	1
statistical matching	1
compress polyphone pronunciation prediction model	1
improving word alignment models	1
improving chronological sentence ordering	1
a task-based evaluation	1
self term expansion	1
mmr-based feature selection	1
designing	1
joint generation	1
sequence-to-sequence generation	1
dependency-based paraphrasing	1
decomposing tag algorithms	1
underspecification formalisms	1
social media text normalization	1
a separately passive-aggressive training algorithm	1
inductive and deductive inferences	1
deconvolution-based global decoding	1
a quantitative and qualitative analysis	1
end-to-end argumentation mining	1
a genre-aware attention model	1
design and development	1
a recognition-based meta-scheme	1
document representation learning	1
undirected machine translation	1
exact automata encoding	1
adapting the iso 24617-2 dialogue act annotation scheme	1
syntax-based comma resolution	1
training mrf-based phrase translation models	1
feature exploration	1
deep learning and data augmentation	1
context-dependent probability re-estimation	1
an alternate approach towards meaningful lyric generation	1
a language-independent feature schema	1
learning language identification models	1
intensive care patient notes focusing	1
ranking and semi-supervised classification	1
sentiment aggregation	1
ju-saarland submission	1
applying and improving the restriction grammar approach	1
an earley-type parsing algorithm	1
a multi-dimensional analysis	1
felicity condition	1
contextual stance classification	1
reevaluating gapping	1
text reuse detection	1
an exact a* method	1
constraint-driven learning	1
gradiant-analytics	1
terminology-based syllabus structuring and visualization	1
corpus-driven lexical analysis	1
information bottleneck inspired method	1
model enumeration	1
applying natural language processing techniques	1
dual tensor model	1
$l_0$-norm-based alignment	1
transductive adaptation	1
large-scale visual grounding	1
semantic sentence simplification	1
default reasoning	1
top-rank-focused adaptive vote collection	1
the kyutech corpus and topic segmentation	1
joint sentence-document model	1
online reordering	1
probabilistic model theory	1
error correcting romaji-kana conversion	1
scene restoring	1
an in-depth linguistic investigation	1
satirical news detection and analysis	1
transformation and decomposition	1
accelerating active learning	1
feature propagation	1
extraction meets abstraction	1
from arabic sentiment analysis	1
statistical machine translation techniques	1
blog summarization	1
language identification and analysis	1
reranking and self-training	1
coordination annotation extension	1
reinforcing english countability prediction	1
incorporating copying mechanism	1
semantic discourse segmentation and labeling	1
minimally supervised model	1
joint minimum risk training	1
a unified annotation scheme	1
hyperparameter optimization	1
a comparison and combination	1
dependency-based relation mining	1
comprehension empowered attribute value extraction	1
embedding imputation	1
acronym recognition and processing	1
language resources production models	1
pos unification	1
a trio neural model	1
a blark extension	1
intelligent parsing	1
twitter bot detection	1
topic-informed classification	1
linguistic strategies and the connection	1
text canonicalization	1
a conceptual approach	1
coupling hierarchical word reordering and decoding	1
the logical analysis	1
grapheme-to-phoneme models	1
explicit semantic decomposition	1
deep learning techniques	1
language models and latent semantic analysis	1
hierarchical reinforcement learning and hidden markov models	1
translation recommendation	1
a generalized reconstruction algorithm	1
grammatical error correction nthu system description	1
cross-market model adaptation	1
sentiment prediction	1
image-image search	1
learning entity representation	1
direct text scanning	1
diacritization	1
lexical decomposition	1
multiple lvcsr model combination	1
coordinate structure analysis	1
ranking model	1
multilingual sentiment analysis	1
a unified event coreference resolution	1
end-to-end content and plan selection	1
training automatic transliteration models	1
neural arabic text diacritization	1
figuring out most plausible interpretation	1
testing compositional generalization	1
extraction and recognition	1
automating hinting	1
global lexical selection	1
automatic annotation and manual evaluation	1
regularized least-squares classification	1
partition search	1
local space-time smoothing	1
semantic similarity model including multi-level alignment and vector-based compositional semantics	1
length-incremental phrase training	1
local context templates	1
expert systems and other new techniques	1
cross-family similarity learning	1
a development	1
constraint based integration	1
computational mechanisms	1
learning grammar specifications	1
multilingual mention detection	1
semantic textual similarity multilingual and crosslingual focused evaluation	1
commonsense inferencing	1
language identification methods	1
entity typing	1
syntactic category learning	1
boolean semantics	1
deep ordinal regression	1
a pregroup analysis	1
cost-augmented contrastive estimation	1
language variety identification	1
answer and question selection	1
typesetting	1
cross-disciplinary integration	1
reinforced product metadata selection	1
feature-based and neural scansion	1
an eye-tracking evaluation	1
alt submission	1
transliteration extraction	1
hierarchical and collective classification	1
free/open source shallow-transfer based machine translation	1
revisiting interactive instruction giving	1
mobilization	1
semantic relation	1
discriminative power and retrieval effectiveness	1
two graph-based algorithms	1
hmm revises low marginal probability	1
evaluating an agglutinative segmentation model	1
hierarchical phrase pairs and semi-supervised training	1
distributed word clustering	1
language independent named entity classification	1
times are changing	1
teaching contrastive linguistics	1
a dynamic semantics	1
conditional word embedding and hypothesis testing	1
applying a user-centered approach	1
stochastic context-free grammar induction	1
label propagation-based semi-supervised learning	1
multi-task pairwise neural ranking	1
ehu at the sigmorphon 2016 shared task. a simple proposal	1
document context neural machine translation	1
high-precision abductive mapping	1
discourse-sensitive automatic identification	1
latent variable models of text	1
cross language text classification	1
controlled adversarial text generation	1
a cross-linguistic analysis	1
automated mining	1
human-competitive tagging	1
trainable citation-enhanced summarization	1
semantic patterns experiment	1
textual emotion processing	1
a multilayer perceptron based ensemble technique	1
identifying experimental techniques	1
separating dialog behavior modeling and task modeling	1
discoursally and semantically motivated intonation	1
a preliminary approach	1
long sentence analysis	1
derivation	1
neural text generation	1
aiming	1
character-based chunking	1
augmenting a database knowledge representation	1
paraphrase generation and evaluation	1
multilingual argument mining	1
a look at speech segmentation	1
rule-based named entity recognition	1
weakly-supervised neural semantic parsing	1
improving domain-specific entity recognition	1
pre-reordering model	1
socio-semantic representation	1
an ibsp description	1
combining different summarization techniques	1
ensembling and adversarial training	1
latent semantic matching	1
weak unification	1
ucm submission	1
object-oriented parallel parsing	1
automatic and human scoring	1
neural quality estimation and automatic post-editing	1
applying co-training methods	1
stance prediction	1
multilingual input methods and search support	1
implicit trajectory modeling	1
short text topic modeling	1
joint detection and location	1
extraction and exploration	1
asynchronous fixed-grid scanning	1
two-level annotation	1
modeling sequential clinical notes and predicting prolonged mechanical ventilation	1
high efficiency realization	1
gesture post-processing	1
calculating the probability	1
structured multi-label biomedical text tagging	1
exploiting pre-ordering	1
principled construction	1
token level identification	1
stepwise mining	1
exploring optimal voting	1
syntactic hybridization	1
optimal question selection	1
distributional semantics rivals supervised methods	1
compositional distributional semantics models	1
modeling clausal complementation	1
a syndetic approach	1
modeling cross-modality contrast and semantic association	1
multi-agent explanation strategies	1
multi-faceted attention	1
sketch techniques	1
conversation model fine-tuning	1
special issue introduction	1
gender characteristics	1
english generation	1
keyword highlighting improves comprehension	1
object clitics and clitic climbing	1
ad-hoc document retrieval	1
data-driven methods	1
uncertainty-aware curriculum learning	1
very simple statistics	1
recording techniques	1
relative clause extraction	1
diverse backtranslation	1
decoupled box proposal and featurization	1
a discriminative recognition algorithm	1
comparing the template-based approach	1
bipolar semantic orientation	1
learning-based single-document summarization	1
orthonormal topic modelling	1
subgraph ranking and joint-scoring	1
phonetic conflation and iterative training	1
verbal inflection	1
hybrid word-character models	1
greedy transition-based dependency parsing	1
exploiting label disagreement	1
wide-coverage neural a* parsing	1
the ensemble models	1
lexicon-based regularization	1
learning concept abstractness	1
real-time stochastic language generation	1
adding the third dimension	1
a deep dive into word sense disambiguation	1
aid deep learning towards the detection	1
complete syntactic analysis	1
mobile interfaces and summarization	1
boosting the creation	1
self mediated agreement	1
a non-negative tensor factorization model	1
extrofitting	1
interrogative reformulation patterns and acquisition	1
syllable tagging	1
information retrieval technique	1
a language independent statistical approach	1
iterative structure refinement	1
two experiments	1
dependency parsing and treebank querying	1
incorporating global contexts into sentence embedding	1
processing non-native writing	1
integrating a unification-based semantics	1
speeding up context-based sentence representation learning	1
observational initialization	1
a novel bi-directional interrelated model	1
least cost parsing	1
joint mention detection and mention clustering	1
localized detection	1
count-based state merging	1
improving a multi-source neural machine translation model	1
sub-word similarity based search	1
reference-less measure	1
improving abstraction	1
global normalization	1
metonymy analysis	1
difficulty-aware distractor generation	1
word sense ambiguation	1
lingusitic analysis	1
nonparametric model	1
resolution and generation	1
sign language corpus analysis	1
customer purchase behavior prediction	1
spoken dialog management	1
fast and robust joint models	1
bilingual alignment	1
unsupervised biographical event extraction	1
function-based question classification	1
collaborative multi-agent dialogue model training	1
syntax-based language models	1
the jhu shared task submission	1
answer sentence selection	1
detecting mild cognitive impairment	1
options versus post-editing	1
cost-effectiveness	1
a probabilistic rasch analysis	1
post-processing techniques	1
two translation models	1
normal-form parsing	1
backoff translation	1
coronal specification and licensing	1
a hybrid preference and classification model	1
cross-language and cross-encyclopedia article linking	1
sequence contrast discrimination	1
linguistic driven approach	1
quality-biased ranking	1
system design and development methodology	1
cluster-based cross-training	1
jabberwocky parsing	1
semantic parsing and reasoning	1
robust pcfg-based generation	1
back translation	1
predicative nps and the annotation	1
improving joint parsing and named entity recognition	1
a bayesian linear mixed model	1
improving agreement and disagreement identification	1
a new design	1
accelerating natural language understanding	1
task-oriented dialog response generation	1
emotion detection and classification	1
a supervised term weighting scheme	1
a context-aware alignment function	1
the deep structured similarity model	1
risk ranking	1
phrase-based query degradation modeling	1
generation-distillation	1
syntax-driven sentence revision	1
automatic detection and analysis	1
example-based sense tagging	1
fine-grained grounding	1
scaling web-based acquisition	1
conciseness	1
latent retrieval	1
minimized models and grammar-informed initialization	1
automatic token and turn level language identification	1
a linear least squares fit mapping method	1
universal networking language graph matching	1
user-centred design	1
a phonetic distance measure	1
reformulating unsupervised style transfer	1
word-based and character-based word segmentation models	1
the collision	1
web based english-chinese oov term translation	1
cross-domain author gender classification	1
keywords extraction	1
incorporating uncertainty into deep learning	1
multi-modal-method	1
variant-based pronunciation variation modelling	1
arabic named entity recognition	1
constraining the transformer nmt model	1
selective sharing	1
context-theoretic semantics	1
efficient and robust lfg parsing	1
dataset and an introductory approach	1
simple heuristics	1
a modular collection	1
weak feedback	1
subtree entailment	1
lexicon-based sentiment analysis	1
hierarchical co-attention	1
convolutional sentence reranking	1
alternative nlp/nlu approaches	1
digital voicing	1
leveraging web based evidence gathering	1
shallow approach	1
supporting multiple information-seeking strategies	1
a joint information model	1
automatic pos guessing	1
higher-order relation schema induction	1
a semantic-affective compositional approach	1
indonesian question answering	1
neural transduction	1
unsupervised word mapping	1
utterance characterization	1
natural language generation enhances human decision-making	1
non-decreasing sub-modular function	1
movement	1
an hpsg-to-cfg approximation	1
domain-driven disambiguation	1
analyzing an ensemble-based deep learning approach	1
global neural ccg parsing	1
combining language and social interactions into a shared representation	1
held-out versus gold standard	1
event detection and factuality assessment	1
word-based partial annotation	1
alignment model adaptation	1
paradigmatic treatment	1
chunk analysis	1
selective adversarial learning	1
learning protein--protein interaction extraction	1
plan revision	1
joint modelling	1
code-switching language modeling	1
conditional random fields and neural parsing	1
a comparison wrh probabilistic approaches	1
mixture content selection	1
hypertagging	1
evaluating sentiment analysis	1
cross-lingual morphological inflection	1
an effective approach	1
neural machine translation models	1
collaborative policy learning	1
improved combinatory categorial grammar induction	1
gestural cohesion	1
translating collocation	1
new experiments	1
source-language entailment modeling	1
adapting hpsg-to-tag compilation	1
overcoming language variation	1
local phrase reordering model	1
bridging the gap between training and inference	1
evaluating interaction strategies	1
deep residual learning	1
pattern rules	1
improving translation memory matching	1
a word sense disambiguation method	1
traditional and deep learning methods	1
the korean and chinese pronunciation	1
an experiment focusing	1
prefix probability	1
a polynomial-time algorithm	1
politeness transfer	1
auxiliaries and clitics	1
bayesian pragmatics	1
statistical anaphora resolution	1
a crowd-based evaluation	1
a constrained viterbi relaxation	1
a virtual environment that performs situated incremental understanding	1
aligning context-based statistical models	1
domain knowledge enhancement and bilingual training	1
argument templates	1
oracle-based training	1
a voting mechanism	1
a domain-independent approach	1
syntax-based reordering	1
wysiwym editing	1
support vector machines forjapanese word segmentation	1
simulations and complexity analysis	1
mixture-prior generative models	1
graph models	1
multi-lingual language representation model	1
longest common subsequence and character models	1
computational linguistic techniques	1
predicting and	1
sentence filtering	1
dialogue and domain knowledge management	1
one-shot neural cross-lingual transfer	1
geo-mining	1
hierarchical summarization	1
a nearly-optimal algorithm	1
drive engine rapid improvement	1
an automatic extension	1
distributional semantic concept models	1
hybrid inference	1
topic indexing and retrieval	1
l1-regularized log-linear models	1
machine learning vs. rule-based sentence boundary detection	1
the tensor encoding model	1
modeling word formation	1
optimal incremental parsing	1
detecting narrative containment	1
sentence and tree transformation	1
generalized tri-training	1
improving sentence compression	1
fake news stance detection	1
k-nearest neighbor monte-carlo control algorithm	1
recognition and tagging	1
mitigation	1
cooperation between black box and glass box approaches	1
a population	1
a new parsing algorithm	1
in-browser personalization	1
learning lexical semantics	1
cross-lingual adaptation	1
dual decomposition inference	1
semi-automated resolution	1
speech emotion recognition	1
two new algorithms	1
a production experiment	1
unsupervised negation focus identification	1
automatic utterance generation	1
improving string processing	1
a retrieval criterion	1
sentence-level content planning and style specification	1
distance-free modeling	1
continuous signing	1
three-stage approximate max-margin linear models	1
semi-automatic building method	1
word sense tagging	1
