element	occurrence frequency
examining the consensus between human summaries	1
learning phrase embeddings	1
icd-10 coding	1
mineriaunam at semeval-2019 task 5	1
temporal dependency structure parsing	1
the mtor pathway	1
measuring the relative compositionality	1
assessing the representativeness and sublanguage characteristics of corpora	1
study region	1
building verb predicates	1
the lilog system	1
detecting level	1
fairer political claims detection	1
health and finance domains	1
potentially adversarial dialogue agents	1
polarity lexicons enhancement	1
aspect category classification and aspect term extraction	1
decoding brain activity associated	1
constructing a large-scale japanese image caption dataset	1
find more generalizable solutions	1
inducing polysemy-aware verb classes	1
language resources and applications	1
dialog strategies and semantic parsing	1
ntnusenteval at semeval-2016 task 4	1
splitting the reference time	1
unsupervised style transfer	1
translation quality assessment	1
team ned leeds at semeval-2019 task 4	1
multi-source transformer decoder	1
japanese factuality analysis	1
grapheme-based machine transliteration	1
the chinese treebank	1
defining a core lexicon	1
internet videos	1
combining off-the-shelf grammar and spelling tools	1
evaluating natural language systems	1
lifelong learning systems	1
a virtual patient record query task	1
spoken broadcast news	1
text treatment and morphology	1
shifting directions	1
ftrd beijing	1
conversational robots	1
medical search	1
medical coding	1
training log-linear models	1
situated question answering	1
predicting the human language model	1
collaboration	1
introducing a new dataset	1
general qa	1
the international space station	1
open domains	1
linguistic code-switching evaluation	1
modelling suspense	1
finding negative key phrases	1
nlp system development and use	1
a challenging task	1
building and querying diachronic computational lexica	1
dialog system applications	1
amritacen at semeval-2016 task 11	1
dialogue system	1
diverse asian languages	1
chinese-english translation	1
processing japanese multiply center-embedded sentences	1
mandarin syntax	1
robust cross-domain named entity recognition	1
interaction detection	1
i2rntu at semeval-2016 task 4	1
measuring variability	1
thai multi-stage spoken language understanding	1
dialogue policy learning	1
efficient corpus construction	1
clinical concept extraction	1
decision-making interactions	1
vocabulary-independent ranked utterance retrieval	1
a multilingual semantic annotation task	1
cross-language nlp applications	1
placeholding	1
fire dialogues	1
support the writing motivation and writing quality	1
plan exploration	1
the analogue challenge	1
generating natural language question-answer pairs	1
deep reinforcement learning based augmented general tagging system	1
the high level semantic annotation	1
narrative summarization corpora	1
supervised hypernymy detection	1
determine rhetorical relations	1
explanation regeneration	1
leveraging sublanguage features	1
neural machine translation between non-english languages	1
adapt at semeval-2018 task 9	1
synonymy and antonymy	1
deep syntax translation	1
parsing and natural language understanding	1
generate sentences containing english phrasal verbs	1
verb subcategorization	1
the materials science domain	1
multi-hop reading comprehension	1
unimelb at semeval-2016 tasks 4a and 4b	1
disambiguating word senses	1
measure language development	1
government-binding parsing	1
knowledgebase completion	1
unsupervised conversation modeling	1
neurolinguistic decoding	1
evaluating utility	1
designing and conducting web-based wizard of oz experiments	1
kluenicorn at semeval-2018 task 3	1
commit at semeval-2016 task 5	1
detecting subject boundaries within text	1
compensating the speech features	1
detecting novelty	1
multi-label set prediction	1
the jordan comprehensive contemporary arabic corpus (jcca)	1
construct algebra	1
evaluating expressive speech synthesis	1
reporting score distributions makes a difference	1
pedestrian navigation and question answering	1
language production and cultural transmission	1
end-to-end localization	1
web-scale n-grams	1
statistical dependency transduction and semantic similarity transduction	1
tohoku at semeval-2016 task 6	1
word representations improves semantic role labelling	1
disambiguating verbs	1
broad word sense disambiguation	1
identify reference scope	1
online adaptive machine translation	1
solve syntactic ambiguity	1
the sighan bakeoff 2006	1
temporal relations	1
cross-lingual entity linking	1
the style	1
debiasing nlu models without degrading the in-distribution performance	1
caire\_hkust at semeval-2019 task 3	1
incremental dialogue processing	1
explicit discourse relation recognition	1
enriching parallel corpora	1
extrinsically evaluating information extraction performance	1
learning verb classes	1
matching inconsistently spelled names	1
predicting best system combinations	1
classifying type-level word complexity	1
assessing human-parity	1
a machine translation setting	1
interpreting pretrained contextualized representations	1
topic-based message polarity classification	1
combining character and word information	1
designing and evaluating a reliable corpus	1
adversarial offensive language detection	1
coding therapist and patient behavior	1
increasing in-class similarity	1
narrative reading comprehension	1
the parseme shared task	1
computing phrasal-signs	1
sense ranking	1
understanding user utterances	1
diagnosing schizophrenia	1
interpersonal stancetaking	1
balancing user effort and translation error	1
manifesto text analysis	1
rule granularity and unification interleaving toward an efficient unification-based parsing system	1
thu\_ngn at semeval-2018 task 3	1
accurate hpsg parsing	1
thu\_ngn at semeval-2018 task 2	1
thu\_ngn at semeval-2018 task 1	1
spoken term detection	1
efficient natural language understanding	1
low-resource unsupervised duplicate question detection	1
regulating orthography-phonology relationship	1
supervised aspect extraction	1
informative treebank inter-annotator agreement evaluation	1
the relation discovery task	1
studying large-scale discourse structure	1
aligning heterogeneous lexical resources	1
bridging gaps	1
the correlation between eye movement feature and thematic structure label)	1
non-concatenative morphology	1
paramor	1
chinese sentiment analysis	1
english--hindi smt	1
a mailing list	1
non-parallel texts	1
learning multi-sense word embeddings	1
representing text	1
language learning applications	1
chinese new word identification	1
studying chatino verbal morphology	1
annotation perspective and representation format	1
delimiting adverbial meanings. a corpus-based comparative study	1
small-scale experimental syntax	1
prediction of empty categories	1
exploring demographic language variations	1
a collaborative navigation task	1
support english pronunciation practice	1
sense representation models	1
their scaling effect	1
estimating an optimum iteration number	1
hangeul-hanja conversion	1
ensuring readability and data-fidelity	1
maximum entropy models	1
the metu turkish corpus	1
the target language inexpert	1
improving relation extraction	1
isti-cnr at semeval-2016 task 4	1
predicting concreteness and imageability	1
gensmt at semeval-2019 task 3	1
detecting entity relations	1
few-shot knowledge graph completion	1
ynudlg at ijcnlp-2017 task 5	1
the hrl route navigation dialogue system	1
tectogrammatical representation and beyond	1
hyter machine translation evaluation	1
identifying comparisons	1
wut at semeval-2019 task 9	1
online news evaluation	1
locating boundaries	1
factual data verification	1
rule-based anaphora resolution methods	1
context-aware pronoun translation	1
assessing the fate	1
linking wordnet	1
making travel smarter	1
the conll-sigmorphon 2017 shared task	1
fake news challenge stance detection (fnc-1) task	1
predict gaze	1
wmt13 metrics task	1
a qud-based approach	1
hmc at semeval-2016 task 11	1
(almost) real-time question answering	1
identifying prominent arguments	1
chinese at the lexical level	1
the madar shared task	1
composing human and machine translation services	1
aligning comparable texts	1
graded lexical entailment	1
bigram weighting	1
analyze domain adaptation	1
examine the natural selection	1
causal inference	1
chinese video ocr and its application	1
computationally efficient and scalable sign recognition	1
learning sentential patterns	1
the dynamic annotation	1
easy-first non-directional dependency parsing	1
building a distributional thesaurus (and other sketch engine developments)	1
learning the taxonomy	1
lipn at semeval-2017 task 10	1
a symbolic parser	1
generating monologue and dialogue	1
understanding natural spoken finnish	1
prepositional phrase attachment disambiguation	1
lexical sememe prediction	1
improve the usability	1
optimization-based multi-document summarization	1
task based interaction	1
word segmentation and unknown word resolution	1
cross-lingual arabic-to-english user-generated speech search	1
tweets named entity extraction and disambiguation	1
key phrase extraction	1
zewen at semeval-2018 task 1	1
reducing the size	1
time/negation interaction	1
training complex language models	1
linking identities	1
knowledge base construction	1
duolingo shared task	1
gujarati-english news translation task at wmt 2019	1
agreement metrics	1
progressive neural networksfor transfer learning	1
spanish text simplification	1
end-to-end uniform semantic graph parsing	1
limsi at semeval-2016 task 12	1
the doxa project	1
ntoua at ijcnlp-2017 task 2	1
paralleldots at semeval-2019 task 3	1
capturing regularizations	1
story ending predicting task	1
linguistic tree query	1
utterance segmentation and dialogue act classification	1
the machine translation training tool (mt3)	1
extract information	1
find similar phrases	1
health text mining	1
the 2015 alta shared task	1
forming mutual beliefs	1
pre-existing off-the-shelf parsers	1
identifying informativeness	1
informal language understanding tasks	1
automatic speech disfluency detection	1
the classification of lexical-semantic relation instances	1
variational conversation modeling	1
code-switching tweets	1
asian wordnet collaboration and its web service application	1
developing a parallel annotated arabizi-arabic script sms/chat corpus	1
a story understanding and simulation system	1
human incremental parsing	1
corpus-derived paraphrases toward example-based paraphrasing	1
emotion-provoking events	1
teamdl at semeval-2018 task 8	1
scoring persuasive essays	1
szte-nlp at semeval-2017 task 10	1
perceptually-grounded incremental reference resolution	1
designing speech database	1
opinion and generic question answering systems	1
sexism detection	1
building chatbots	1
building a low-resource morphological analyzer	1
learning pronunciation dictionaries	1
french machine translation	1
little known referents	1
adding top-level ontology tags	1
a word embedding model	1
using filters	1
the environment domain	1
measuring the strength	1
technical terminology	1
multimedia lab @ acl wnut ner shared task	1
question similarity	1
ngos and nmt	1
the us senate	1
semantic compositionality over a sentiment treebank	1
shake \& bake paraphrasing	1
medical terminology	1
enhancing second language acquisition	1
intrinsic plagiarism detection	1
adapt at ijcnlp-2017 task 4	1
identifying verb-noun idiomatic combinations	1
the 2th evaluation	1
taking dictation	1
multilingual lexicography	1
weeding out conventionalized metaphors	1
an efficient information system	1
cross-domain semantic dependency analysis	1
abdn at semeval-2018 task 10	1
situated dialogue	1
vcu at semeval-2016 task 14	1
the wmt2006 shared task	1
phoneme-to-text conversion	1
a principle-based hierarchical representation	1
detect semantic underspecification	1
synonym extraction	1
language change	1
junction grammar	1
low frequency words	1
opinion categories	1
joining forces pays off	1
word hyphenation	1
verb--noun subcategorisation	1
kdehateval at semeval-2019 task 5	1
robot-assisted second language tutoring	1
breaking down rhetorical relations	1
letting emotions flow	1
querying very large treebanks	1
bionlp domain	1
better machine translation	1
title generation centered	1
the job	1
improve annotation projection	1
the pathway curation (pc) task	1
web people search	1
sparse semantic tagging	1
language model adaptation	1
the shared conll task	1
low-resource polysynthetic languages	1
fraktur \& antiqua models and image preprocessing	1
content moderation	1
the clinical semantic verbal fluency task	1
generative semantic hashing	1
hyponymy relation mining	1
understanding time	1
topic tracking	1
authorship identification	1
exploring variant definitions	1
selecting feature sets	1
definite description use	1
measuring similarity	1
viewing time per word	1
improving low-resource speech-to-texttranslation pipelines	1
ere annotation	1
tree-based translation	1
building an architecture	1
word-level sentiment detection	1
gender prediction	1
uwb at semeval-2016 task 5	1
uwb at semeval-2016 task 6	1
uwb at semeval-2016 task 7	1
generic dialogue systems architectures	1
crawling back and forth	1
generating paraphrases	1
uwb at semeval-2016 task 2	1
the go	1
poor literacy readers	1
evaluating automatically learned terminological taxonomies	1
long-distance reordering	1
transition-based dependency parsers	1
partially labeled sequences	1
computational lexicons	1
porting an open information extraction system	1
building carefully tagged bilingual corpora	1
completely unsupervised part-of-speech tagging	1
exploring word embeddings and phonological similarity	1
named entity and sub-type tagging	1
feature-rich tagging and chunking	1
inversion and pp-fronting	1
tagging syntactic and semantic dependencies	1
wsd evaluation	1
human teaching and feedback	1
humorhawk at semeval-2017 task 6	1
spoken lecture segmentation	1
evaluating machine translation quality	1
subjectivity analysis systems	1
technical documents	1
exploiting shared chinese characters	1
the eu	1
iitp at semeval-2017 task 5	1
unsupervised disfluency detection	1
graph-based keyphrase extraction	1
existing language resources	1
nordic languages	1
solving and reasoning math word problems	1
neuroticism and depression	1
clearumor at semeval-2019 task 7	1
14 languages	1
bootstrapping low-resource named entity recognizers	1
an emotion corpus	1
evaluating phrase representations	1
extract knowledge	1
discontinuous structural annotation	1
unrestricted word sense disambiguation	1
digital operatives at semeval-2018 task 8	1
stylized response generation	1
web scale analytics and text annotation services	1
conll-2017 shared task	1
sirius-ltg-uio at semeval-2018 task 7	1
node relation labeling	1
the word-level quality estimation	1
applications requiring reduced silence frame misclassification	1
the chinese ba-construction	1
modeling user satisfaction transitions	1
identifying non-referential it	1
address machine comprehension task	1
timeml parsing	1
opinion entities and relations	1
a complex information extraction application	1
word similarity prediction	1
medical entity recognition	1
route instructions	1
answer presentation	1
the cogalex shared task	1
chasing the ghost	1
in-vehicle automatic audio-visual speech recognition	1
semantic similarity detection	1
endangered language revitalization	1
pre-training is (almost) all you need	1
utilizing citations	1
multimodal annotations	1
teaching the forward-backward algorithm	1
characterizing subject-verb number agreement	1
recognizing false entailment	1
near-extractive summarization	1
multiple bilingually-learned segmentation schemes into statistical machine translation	1
nuig-unlp at semeval-2016 task 1	1
translation inference	1
social conversation	1
real-world machine translation output	1
sentiment-transfer learning	1
improved spoken language understanding	1
estimating task efficiency	1
japanese texts; revise	1
conversational understanding	1
tool development and search	1
noisy french documents	1
(grounded) language acquisition	1
the enron organizational hierarchy	1
resource lean languages	1
an emr	1
string similarity	1
automatically-constructed wordnets and their evaluation	1
artificial language learning	1
online dispute detection	1
textual chatbot systems	1
building wordnets	1
biomedical annotation	1
annotating temporally-anchored spatial knowledge	1
generating knowledge graph paths	1
processing the est republicain corpus	1
the bilingual concordancer transsearch	1
the lambek calculus	1
measuring semantic text similarity	1
segmental-based language understanding	1
steve martin at semeval-2019 task 4	1
generative sequence labeling	1
disaster summarization	1
self-explanatory computational intelligence	1
six small uralic languages	1
a schema lattice	1
arabic reading enhancement	1
generating integrated text and information graphics presentations	1
evidential claim verification	1
taxonomy extraction evaluation (texeval)	1
predict stock price movement	1
technical support questions	1
detecting narrative containers	1
neuro-imaging signal	1
newsreader at semeval-2018 task 5	1
large scale class-based language modeling	1
semantic relation extraction inscientific papers	1
a processing perspective	1
the disrpt 2019 shared task	1
comlex syntax	1
building a knowledge graph	1
commoncrawl data and a method	1
topical document streams	1
probabilistic neural word embeddings	1
seernet at semeval-2018 task 1	1
knowledge based question answering	1
evaluating a swedish grammar checker	1
benefit event detection	1
evaluating distributed word representations	1
information loss during machine translation between polysynthetic and fusional languages	1
multi-party human-computer interaction research	1
zero-shot executable semantic parsing	1
adapting mumble	1
interactive computer programs	1
spatial question answering	1
large scale event extraction	1
distinguishing similar languages and dialects	1
fine-grained financial sentiment analysis	1
weibo	1
continuous speech understanding	1
parseme shared task	1
bridging the gap between technology and users	1
common entity recognition	1
a limited domain translation application	1
identifying locus	1
retrofitting embeddings	1
language discovery	1
microblogging services	1
parse because their treebanks leak	1
very short text classification	1
multi-speaker speech recognition	1
pre-trained word embeddings	1
intrinsic evaluation	1
exploring an impact	1
rtm at semeval-2016 task 1	1
generating similes effortlessly like a pro	1
proofreading texts toward professional writing assistance	1
eitaka at semeval-2018 task 1	1
automatic dialog evaluation	1
semeval 2014 task 7	1
fast incremental interpretation during speech decoding	1
the word-formation research	1
semeval 2014 task 8	1
tmlab srpol at semeval-2019 task 8	1
the learning weight	1
multilingual historical document transcription	1
unsupervised text normalization	1
the backtranslation score	1
automatic conceptual property extraction	1
chinese language analysis	1
multiword expressions identification	1
short text pair categorization	1
user-specified emotions	1
machine learning perspective	1
investment rules detection	1
korean noun extraction	1
an infrastructure enabling multidisciplinary research	1
clustering sentences	1
forest-to-string machine translation	1
synchronous tree substitution grammars	1
dependency representation scheme	1
assigning verbs	1
learning a class	1
investigating productive and receptive knowledge	1
human evaluation tasks	1
sense similarity	1
nlp@uiowa at semeval-2019 task 6	1
simultaneous speech translation	1
location mining	1
statistical language learning	1
bilingual document alignment (wmt 2016 shared task)	1
online discussions	1
myanmar language (burmese)	1
ranking responses oriented	1
machine-translated english-croatian legislation	1
annotation schemes and guidelines	1
discourse relation annotation	1
understanding the shades	1
aligning parallel texts at the character level	1
information structure identification	1
the movement link	1
combining translation memories and syntax-based smt	1
log-linear language models	1
mining new business opportunities	1
deterministic and efficient dependency parsing	1
detecting emotional upsurge	1
lexical networks evaluation	1
object-oriented programming	1
the biological domain	1
oral proficiency measurement	1
exploring semantic information	1
automatic word spacing	1
unsupervised automatic email translation	1
caunlp at nlp4if 2019 shared task	1
evaluating metadata effects	1
2012 u.s. presidential election cycle	1
museum documentation	1
nlp at semeval-2019 task 6	1
constraint-based phonology	1
the rich event ontology	1
improbable language pairs	1
mental health	1
a likelihood ratio-based forensic text comparison system	1
complex word meanings	1
personal name alias extraction	1
out-of-relation knowledge base	1
mandarin hmm-based singing voice synthesis)	1
identifying humor	1
a clinical operating room	1
an existing nlg system	1
machine translation withtranslation pieces	1
ccg realization	1
situated natural language generation	1
evaluating text representations	1
analyzing and interpreting bert	1
citation prediction	1
machine translation that is independent	1
haitian creole sms translation	1
a new dop model	1
qub at semeval-2017 task 6	1
multilingual chinese-english lexical sample task	1
leveraging adjective-noun phrasing knowledge	1
text-to-hypertext conversion	1
automatic information extraction	1
aspect category classification and opinion target extraction	1
precoordination	1
l2 pronunciation errors annotation	1
long document understanding	1
modal sense classification	1
stance recognition	1
indirect supervision	1
robust open texts processing	1
blissymbols communication boards	1
surface realization shared task 2019 (msr19)	1
building a textual entailment suite	1
hyperpartisan reporting	1
identifying argument components	1
writing style: overly repetitious word use	1
summary responses	1
synchronizing the english treebank and propbank	1
depression detection systems	1
improved context sensitive morphology	1
knowledge graph inference	1
extract emotion cause contexts	1
the rap anaphora resolution algorithm	1
online debating	1
semantic composition and scoping	1
inference involving adjectives	1
282 languages	1
algorithmically composing multiple-choice cloze items	1
focus identification	1
child language acquisition	1
learning knowledge bases	1
eliciting subjectivity and polarity judgements	1
video-based news articles	1
conssed at semeval-2019 task 3	1
estimate word similarity	1
gaelic languages	1
improve dialogue system robustness	1
multi-hop reasoning over few-shot relations	1
improving the arabic pronunciation dictionary	1
forest-based translation	1
single documents neural summarization	1
financial investment reports	1
singing voice data	1
(machine) translation	1
hindi/urdu	1
domain adaptation: a case study	1
translation data	1
incorporate web search technology	1
parallel text bracketing	1
solve geometry problems	1
the talp--upc spanish--english wmt biomedical task	1
lexical distributional semantics	1
pragmatic reasoning	1
english-chinese name transliteration	1
lexicalist grammars	1
encoding conversation context	1
associating collocations	1
further extending lesk	1
deepsa at semeval-2017 task 4	1
unsupervised dialogue structure induction	1
efficient graph-based word sense disambiguation	1
the online news domain	1
multilingual resources	1
represent structurally unbounded dependencies	1
paraphrase fragment extraction	1
understanding natural language and picture patterns	1
a communication game	1
aspect category and sentiment extraction	1
determining event durations	1
island-driven parsing	1
named entity slot filling	1
the bea 2019 shared task	1
non-linear deep architecture	1
machine translation services within an on-line content management system	1
describing relations among language resources	1
annotating discourse relations and sentence reordering	1
linguistic annotation pipelines	1
question generation models	1
face hate recognition	1
semantic parsing and code generation	1
identify discourse relations	1
improving out-of-domain robustness	1
augmenting lexicons automatically	1
transcribed speech	1
semeval-2014 task 10	1
universal sentiment lexicon induction	1
evaluation resources	1
textual entailment systems	1
transformer-based g2p	1
had-t\"ubingen at semeval-2019 task 6	1
generalizing over lexical features	1
interpreting semantic relations	1
syntax-agnostic proto-role labeling	1
information credibility	1
processing mwes	1
automatic knowledge acquisition	1
seeing the forest and the trees	1
direction-giving monologues	1
chinese reading comprehension	1
embedding english	1
japanese stripping/sluicing	1
disambiguation task	1
enhancing biomedical word embeddings	1
the korean morphology	1
romanian word sense disambiguation	1
hate speech and abusive language	1
investigating nlg architectures	1
answering recurrent and non-recurrent questions	1
accelerating sparse matrix operations	1
bidirectional sequence classification	1
ltl-ude at semeval-2019 task 6	1
matching model and instance complexities	1
diverse sequence generation	1
stress systems	1
improving a speech into sign language translation system	1
multi-domain dialogue state generation	1
complex query reformulation	1
supervised lexical normalization	1
military story capture	1
chinese-vietnamese machine translation	1
sentence derivation	1
generating detailed and comprehensive image captions	1
joint entity set expansion and synonym discovery	1
multilingual text sequences	1
unsupervised text style transfer	1
message-level sentiment classification	1
extracting multiple-relations	1
srst 2018	1
lexicalised grammars	1
grounded goal-driven communication	1
message-level and topic-based sentiment analysis	1
srst 2019	1
tg/2 (and friends)	1
generation challenges 2011 surface realization shared task	1
cascading xsl filters	1
ordering	1
simulation set-up and control	1
predicting semantic similarity	1
named entity acquisition	1
latin pos tagging and lemmatization	1
creating havic	1
generating supplementary index records	1
automotive environments	1
maximising spanning subtree scores	1
learning joint embeddings of news stories and images	1
metaphor	1
monitoring the news	1
mapping perceptions	1
synsets and lexemes	1
building a portuguese lexical-semantic network	1
linguistic-acoustic emotion recognition	1
emerging anglicisms	1
joint morphological segmentation and tagging	1
a specific emotion	1
dialogue navigation	1
statistical training	1
cross-domain chinese segmentation	1
centement at semeval-2018 task 1	1
medical and temporal information extraction	1
nctu-ntut at ijcnlp-2017 task 2	1
semantic image understanding	1
mining bilingual data	1
disease-related pathways	1
embodied conversation	1
explanation generation	1
sanskrit	1
investigating speaker gaze and pointing behaviour	1
combining linguistic tools	1
quantitative computational syntax	1
sighan bakeoff3	1
deep keyphrase generation	1
modeling event-level evaluativity	1
explainable ai	1
siva at wnut-2020 task 2	1
german preposition vector spaces	1
tutor abstract problem solving	1
english cross language information retrieval	1
japanese	1
tutoring and computational linguistics experimentation	1
ideographic	1
preparing data	1
improve web search	1
one-level phonology	1
knowledge-based text processing	1
robust speech parsing	1
corpus-based language models	1
verb conjugation	1
digital storytelling	1
reduced complexity context-free parsing pipelines	1
morphology acquisition	1
non-isomorphic embedding spaces	1
english-persian transliteration and back-transliteration	1
ips-waseda system at conll--sigmorphon 2018 shared task	1
the theory and the computer experiment	1
analogy detection and mining	1
valence	1
computational historical linguistics	1
temporal dependency parsing	1
biomedical text classification	1
grammatical error correction systems	1
the finnish internet parsebank	1
tagging and parsing arabic	1
augmenting the kappa statistic	1
building a data-to-text generator	1
solving relational similarity problems	1
document-level multi-aspect sentiment classification	1
scientific terminology	1
urdu propbanking	1
automatic content evaluation	1
open-domain automatic question generation	1
designing python frameworks	1
integrating wordnet	1
re-ranking words	1
monolingual hyponymy-relation acquisition	1
resolving indirect anaphora	1
arbdialectid at madar shared task 1	1
labeling gaps between words	1
probing word and sentence embeddings	1
legal text summarisation	1
support regression testing	1
crowdsourcing exemplified	1
discriminator at semeval-2018 task 10	1
second language construction learning	1
valency lexicon data	1
enhancing neural machine translation	1
inflectional and derivational morphology	1
an mtt-based sentence generator	1
weakly-supervised phrase grounding	1
introducing the weighted trustability evaluator	1
parser figure-of-merit flaws	1
balancing the existing and the new	1
modelling medical consultations	1
computerized syntactic and semantic processing systems	1
extracting phrasal translation equivalents	1
obtaining word phrases	1
structure identification and nuclearity recognition	1
word lattices	1
facilitating corpus usage	1
asian languages	1
disambiguating noun groupings	1
recognizing authority	1
ranking hypotheses	1
loresmt 2019	1
cleaning noisy parallel corpora	1
understanding the value	1
treebank validation	1
the 1st workshop	1
predicting risk	1
characterizing the lineal structure	1
enhance reading comprehension	1
academic english writing	1
collocation extraction techniques	1
annotation tool development at the linguistic data consortium	1
corpus pattern analysis	1
avoiding conversational implicatures	1
document selection and question/answer matching	1
the cogalex-v shared task	1
machine translation and summarization	1
large context-free grammars	1
joint morphological segmentation and syntactic parsing	1
text meaning processing	1
a japanese chess commentary corpus	1
hierarchical phrase-based smt	1
pitch accent prediction	1
automatic stance detection	1
chinese zero anaphora resolution	1
evaluating graded word similarity	1
voice-over and audio description	1
understanding software requirements specifications	1
french named entity recognition	1
multi-source delexicalized transfer	1
estimating multivariate likelihood ratios	1
building tempo-hindiwordnet	1
social media texts	1
learning the space	1
alb at semeval-2018 task 10	1
a spanish sense	1
utilizing visual forms	1
chinese chunking	1
scalable joint inference	1
universal dependencies treebank files	1
assigning attributes	1
speech summarisation	1
political news	1
interactive analytical question answering	1
translation projects	1
finnish named entity recognition	1
evaluating a statistical ccg parser	1
intonation corpus	1
web corpus building	1
a pilot fmri study	1
an automated dialogue system	1
surface natural language generation	1
english-bhojpuri machine translation	1
dictionary-based protein name recognition	1
resource-limited machine translation	1
crowdsourcing real-time wizard-of-oz dialogues	1
catching the common cause	1
long-distance dependencies	1
deterministic transition-based dependency parsing	1
an automated multilingual call center	1
news timeline summarization	1
uta dlnlp at semeval-2016 task 1	1
evaluating the coverage	1
open domain conversation	1
the 2018 vardial challenge	1
source syntax	1
improve statistical dependency parsing	1
exploring deterministic constraints	1
slovenian mobile database polidat	1
fast splog filtering	1
not-nuts at wnut-2020 task 2	1
nli shared task 2013	1
automatic translation memory cleaning	1
transfer verbs	1
intergrating symbolic and statistical representations	1
beyond possession existence	1
finding definitions	1
domain-specific word alignment	1
classifying languages	1
knowledge-based information extraction	1
bootstrapping both product features and opinion words	1
typology prediction	1
n-best ranking	1
trace influence and imitation	1
chinese web page categorization	1
adaptor grammars	1
ruminating reader	1
mitigating problems	1
parsing strategies	1
unimelb at semeval-2019 task 12	1
product matching	1
learning condensed feature representations	1
fsa based konkani verb morphological analyzer	1
human-like parsing	1
improve name recognition	1
arabic machine translation	1
telegraphic entity-seeking queries	1
correcting preposition errors	1
web information retrieval and a small case study	1
developing and struggling readers	1
diachronic meaning change	1
mastodon	1
language resources and technology	1
turning regular expressions into trainable recurrent neural networks	1
resolving discourse-deictic pronouns	1
word reordering	1
introducing etymdb-2.0	1
open domain deception detection	1
incremental situated processing	1
creating a bilingual framenet	1
early phonological development	1
thailand tourism information	1
ehr question answering	1
causation and their slot-fillers	1
extractive summarization systems across domains	1
syntactic nlp	1
processing discourse structures	1
chat text segmentation	1
creating language-specific twitter collections	1
comparing hard and soft clustering approaches across features	1
creation and usage	1
knowledge-aware question answering	1
dissecting lottery ticket transformers	1
translation memory searching and ebmt	1
a case-labelled dependency representation	1
bridging the script and lexical barrier between hindi and urdu	1
the graph domain	1
matching models	1
documenting acutely under-resourced indigenous languages	1
english-hungarian machine translation	1
evaluating neighbor rank and distance measures	1
cross-modal entity tracking	1
collocation extraction methods	1
classify semantic relations	1
translation and paraphrase	1
winners at w-nut 2020 shared task-3	1
recognizing sentence-level logical document structures	1
open-domain web keyphrase extraction	1
the tempeval-3 challenge	1
investigating the opacity	1
indexing names	1
natural language inference and machine comprehension	1
dictionary making	1
graph-based word sense induction	1
computing semantic content	1
leveraging diverse lexical chains	1
a fuzzy sentiment	1
low-resource bert distillation	1
learning latent semantic annotations	1
a common benchmark	1
improve cognates detection	1
discovering fuzzy synsets	1
improving semantic role labelling	1
careful description	1
alanis at semeval-2018 task 3	1
an nlp pipeline	1
predicting translation quality	1
multidomain coreference resolution and referring expression generation	1
taxonomy extraction evaluation (texeval-2)	1
endangered mordvinic languages	1
latent-variable pcfgs	1
cross-lingual document classification	1
life-changing events	1
armed conflict analysis	1
an evolving event cloze test	1
germanet development	1
translation model search spaces	1
re-examining the role	1
recognizing discontiguous entities	1
grammar-based paraphrase generation	1
open-domain question-answering	1
combining task-oriented and non-task-oriented spoken dialogue systems	1
animated characters	1
a general-purpose sentence generator	1
training a perceptron	1
king alfred	1
swedish word sense annotation	1
possibility and negation	1
a persona-based multi-turn dialogue model	1
query disambiguation	1
svnit @ semeval 2017 task-6	1
mapping polish wordnet onto princeton wordnet	1
cross-language instant messaging	1
situated incremental natural language understanding	1
code-switching speech	1
moral classification	1
varying shades	1
a manual-visual task	1
perceptual representation	1
parsing tree approximations	1
analyzing challenge datasets	1
innovative dialogue system development	1
twitter \#easypeasy \#not	1
web service based machine translation	1
academic written italian (l1 and l2)	1
the lexical substitution task	1
navigating and organizing ai research	1
clinical information retrieval	1
multi-label short text categorization	1
extracting and classifying domain-specific compositional nominal compounds	1
noun number and article grammatical errors	1
automatic relevance determination	1
text expansion	1
definite clause grammars	1
linking named entities	1
domain-independent suggestion mining	1
discriminative reranking	1
clpsych 2018 shared task	1
studying the recursive behaviour	1
classifying message board posts	1
scalable document comprehension	1
customizable affective text generation	1
term extraction research (acter) dataset	1
large-scale information extraction	1
old printed latin texts	1
interrogating the explanatory power	1
learning structural concepts	1
leveraging positively labeled data	1
probabilistic parsing hpsg grammar extraction	1
annotating derivations	1
merging data resources	1
human-robot communication modelling	1
news 2011 machine transliteration shared task	1
argument convincingness	1
zodiac and other homophonic ciphers	1
estimating two-way and multi-way associations	1
accessing wordnets	1
language varieties	1
discounting	1
normalising medical concepts	1
speaking assessment	1
general linguistic engineering	1
extracting and normalizing temporal information	1
the resulting animations	1
capturing pragmatic knowledge	1
lattice-based spoken document retrieval	1
evaluating spoken language dialogue systems and their components	1
word embedding pre-training	1
expert sourcing enterprise question collection and classification	1
sequence-to-sequence text generation	1
digital humanities and language technology	1
content feedback localization without annotation	1
wat 2019 multimodal translation task	1
event extraction and event actor identification	1
simple phonological rules	1
distribution	1
arabic spelling correction	1
specifying its property structures and lexical entries	1
bone marrow transplantation	1
epita at semeval-2018 task 1	1
growing together	1
in-domain and cross-domain text simplification	1
dependency-based compositional semantics	1
